Order Number,Order Date,Order Date (year),"Order Date (month,day)",Delivery Date,Receipt Date,Completed Date,Supplier Code,Supplier Name,Order Status,SubTotal,Currency,SubTotal (GBP)
PO-00005965,2018-02-12,2018,2019-02-12,2018-03-08,2018-03-06,2018-03-06,Company15,Company15,Complete,2765.0,GBP,2765.0
PO-00005970,2018-02-12,2018,2019-02-12,2018-03-30,2018-02-19,2018-02-19,Company63,Company63,Complete,1149.75,GBP,1149.75
PO-00005971,2018-02-12,2018,2019-02-12,2018-02-16,2018-02-14,2018-02-14,Company9,Company9,Complete,276.75,GBP,276.75
PO-00005968,2018-02-12,2018,2019-02-12,2018-02-12,2018-02-19,2018-02-19,Company24,Company24,Complete,1297.6750000000002,GBP,1297.6750000000002
PO-00005967,2018-02-12,2018,2019-02-12,2018-02-26,2018-02-20,2018-02-20,Company8,Company8,Complete,277.75,GBP,277.75
PO-00005955,2018-02-12,2018,2019-02-12,2018-02-12,2018-02-23,2018-02-23,Company22,Company22,Complete,4975.0,GBP,4975.0
PO-00005956,2018-02-12,2018,2019-02-12,2018-02-12,2018-02-14,2018-02-14,Company58,Company58,Complete,1123.5,GBP,1123.5
PO-00005961,2018-02-12,2018,2019-02-12,2018-02-12,2018-02-15,2018-02-15,Company12,Company12,Complete,2284.375,GBP,2284.375
PO-00005960,2018-02-12,2018,2019-02-12,2018-02-20,2018-02-28,2018-02-28,Company64,Company64,Complete,2667.0,GBP,2667.0
PO-00005957,2018-02-12,2018,2019-02-12,2018-02-12,2018-02-15,2018-02-15,Company19,Company19,Complete,2171.0,GBP,2171.0
PO-00005958,2018-02-12,2018,2019-02-12,2018-04-17,2018-04-23,2018-04-23,Company44,Company44,Complete,4875.400000000001,GBP,4875.400000000001
PO-00005962,2018-02-12,2018,2019-02-12,2018-04-13,2018-03-16,2018-03-16,Company13,Company13,Complete,5821.875,GBP,5821.875
PO-00006000,2018-02-13,2018,2019-02-13,2018-02-22,2018-02-19,2018-02-19,Company52,Company52,Complete,61.075,GBP,61.075
PO-00005976,2018-02-13,2018,2019-02-13,2018-02-13,2018-02-15,2018-02-15,Company65,Company65,Complete,963.25,GBP,963.25
PO-00005974,2018-02-13,2018,2019-02-13,2018-02-13,2018-02-16,2018-02-16,Company1,Company1,Complete,2363.3,GBP,2363.3
PO-00005973,2018-02-13,2018,2019-02-13,2018-02-13,2018-02-14,2018-02-14,Company29,Company29,Complete,2.475,GBP,2.475
PO-00005972,2018-02-13,2018,2019-02-13,2018-02-13,2018-02-13,2018-02-13,Company29,Company29,Complete,43.05,GBP,43.05
PO-00005981,2018-02-14,2018,2019-02-14,2018-03-16,2018-03-13,2018-03-13,Company55,Company55,Complete,5150.0,GBP,5150.0
PO-00005977,2018-02-14,2018,2019-02-14,2018-02-14,2018-02-22,2018-02-22,Company66,Company66,Complete,308.0,GBP,308.0
PO-00005983/1,2018-02-14,2018,2019-02-14,2018-02-14,2018-02-16,2018-02-16,Company52,Company52,Complete,327.5,GBP,327.5
PO-00005983,2018-02-14,2018,2019-02-14,2018-02-14,2018-02-15,2018-02-15,Company52,Company52,Complete,183.75,GBP,183.75
PO-00005978,2018-02-14,2018,2019-02-14,2018-02-14,2018-02-15,2018-02-15,Company29,Company29,Complete,50.975,GBP,50.975
PO-00005982,2018-02-14,2018,2019-02-14,2018-02-14,2018-02-19,2018-02-19,Company19,Company19,Complete,478.84999999999997,GBP,478.84999999999997
PO-00005979,2018-02-14,2018,2019-02-14,2018-02-14,2018-02-15,2018-02-15,Company12,Company12,Complete,136.8,GBP,136.8
PO-00005990,2018-02-15,2018,2019-02-15,2018-02-15,2018-03-05,2018-03-05,Company25,Company25,Complete,292.8,GBP,292.8
PO-00005988,2018-02-15,2018,2019-02-15,2018-02-19,2018-02-19,2018-02-19,Company65,Company65,Complete,338.84999999999997,GBP,338.84999999999997
PO-00005984,2018-02-15,2018,2019-02-15,2018-02-15,2018-02-19,2018-02-19,Company67,Company67,Complete,189.5,GBP,189.5
PO-00005986,2018-02-15,2018,2019-02-15,2018-02-15,2018-04-13,2018-04-13,Company12,Company12,Complete,168.29999999999998,GBP,168.29999999999998
PO-00005985/1,2018-02-15,2018,2019-02-15,2018-02-22,2018-03-05,2018-03-05,Company68,Company68,Complete,756.6750000000001,GBP,756.6750000000001
PO-00005987,2018-02-15,2018,2019-02-15,2018-02-15,2018-02-20,2018-02-20,Company19,Company19,Complete,147.5,GBP,147.5
PO-00005985,2018-02-15,2018,2019-02-15,2018-02-22,2018-03-02,2018-03-02,Company68,Company68,Complete,1261.125,GBP,1261.125
PO-00005990/1,2018-02-15,2018,2019-02-15,2018-02-15,2018-04-03,2018-04-03,Company25,Company25,Complete,208.5,GBP,208.5
PO-00005994/2,2018-02-16,2018,2019-02-16,2018-02-28,2018-02-26,2018-02-26,Company8,Company8,Complete,5029.599999999999,GBP,5029.599999999999
PO-00005994/1,2018-02-16,2018,2019-02-16,2018-02-28,2018-02-23,2018-02-23,Company8,Company8,Complete,4169.700000000001,GBP,4169.700000000001
PO-00005996,2018-02-16,2018,2019-02-16,2018-02-27,2018-02-27,2018-02-27,Company11,Company11,Complete,3022.575,GBP,3022.575
PO-00005997,2018-02-16,2018,2019-02-16,2018-03-19,2018-03-06,2018-03-06,Company63,Company63,Complete,1642.5,GBP,1642.5
PO-00005995,2018-02-16,2018,2019-02-16,2018-03-16,2018-03-06,2018-03-06,Company24,Company24,Complete,293.09999999999997,GBP,293.09999999999997
PO-00005994,2018-02-16,2018,2019-02-16,2018-02-28,2018-02-22,2018-02-22,Company8,Company8,Complete,1469.5,GBP,1469.5
PO-00005993,2018-02-16,2018,2019-02-16,2018-02-19,2018-02-19,2018-02-19,Company8,Company8,Complete,6902.9,GBP,6902.9
PO-00005992,2018-02-16,2018,2019-02-16,2018-02-23,2018-02-22,2018-02-22,Company69,Company69,Complete,119.7,EUR,104.85
PO-00005995/1,2018-02-16,2018,2019-02-16,2018-03-16,2018-03-14,2018-03-14,Company24,Company24,Complete,683.875,GBP,683.875
PO-00006001,2018-02-19,2018,2019-02-19,2018-02-19,2018-02-20,2018-02-20,Company26,Company26,Complete,411.15000000000003,GBP,411.15000000000003
PO-00006003,2018-02-20,2018,2019-02-20,2018-02-20,2018-02-22,2018-02-22,Company70,Company70,Complete,603.0,GBP,603.0
PO-00006002,2018-02-20,2018,2019-02-20,2018-02-20,2018-02-22,2018-02-22,Company71,Company71,Complete,400.0,GBP,400.0
PO-00005999/1,2018-02-21,2018,2019-02-21,2018-03-02,2018-03-16,2018-03-16,Company8,Company8,Complete,2850.3500000000004,GBP,2850.3500000000004
PO-00006010/1,2018-02-21,2018,2019-02-21,2018-03-30,2018-05-24,2018-05-24,Company72,Company72,Complete,5390.275000000001,CAD,3062.6499999999996
PO-00005999/2,2018-02-21,2018,2019-02-21,2018-03-02,2018-04-12,2018-04-12,Company8,Company8,Complete,111.1,GBP,111.1
PO-00006011,2018-02-21,2018,2019-02-21,2018-02-21,2018-02-26,2018-02-26,Company52,Company52,Complete,119.2,GBP,119.2
PO-00005999,2018-02-21,2018,2019-02-21,2018-03-02,2018-03-05,2018-03-05,Company8,Company8,Complete,16396.8,GBP,16396.8
PO-00006005,2018-02-21,2018,2019-02-21,2018-02-21,2018-02-21,2018-02-21,Company29,Company29,Complete,141.3,GBP,141.3
PO-00006006,2018-02-21,2018,2019-02-21,2018-02-21,2018-02-21,2018-02-21,Company73,Company73,Complete,1055.0,GBP,1055.0
PO-00006007,2018-02-21,2018,2019-02-21,2018-02-21,2018-02-21,2018-02-21,Company74,Company74,Complete,37.75,GBP,37.75
PO-00006008,2018-02-21,2018,2019-02-21,2018-02-21,2018-02-26,2018-02-26,Company75,Company75,Complete,150.0,GBP,150.0
PO-00006009,2018-02-21,2018,2019-02-21,2018-03-12,2018-03-08,2018-03-08,Company10,Company10,Complete,4056.5,GBP,4056.5
PO-00006010,2018-02-21,2018,2019-02-21,2018-03-30,2018-04-11,2018-04-11,Company72,Company72,Complete,32239.675000000003,CAD,18318.05
PO-00006012,2018-02-21,2018,2019-02-21,2018-02-21,2018-02-26,2018-02-26,Company6,Company6,Complete,1305.6999999999998,GBP,1305.6999999999998
PO-00006016,2018-02-22,2018,2019-02-22,2018-03-19,2018-03-13,2018-03-13,Company76,Company76,Complete,30187.5,USD,23043.899999999998
PO-00006014,2018-02-22,2018,2019-02-22,2018-02-22,2018-02-22,2018-02-22,Company8,Company8,Complete,0.0,GBP,0.0
PO-00006020,2018-02-23,2018,2019-02-23,2018-03-07,2018-02-27,2018-02-27,Company7,Company7,Complete,220.0,GBP,220.0
PO-00006022/1,2018-02-23,2018,2019-02-23,2018-03-26,2018-03-26,2018-03-26,Company6,Company6,Complete,103.125,GBP,103.125
PO-00006019,2018-02-23,2018,2019-02-23,2018-03-09,2018-03-06,2018-03-06,Company77,Company77,Complete,1410.0,GBP,1410.0
PO-00006024,2018-02-23,2018,2019-02-23,2018-02-23,2018-03-02,2018-03-02,Company19,Company19,Complete,29906.149999999998,GBP,29906.149999999998
PO-00006028,2018-02-23,2018,2019-02-23,2018-02-23,2018-04-13,2018-04-13,Company52,Company52,Complete,272.5,GBP,272.5
PO-00006017,2018-02-23,2018,2019-02-23,2018-03-23,2018-03-23,2018-03-23,Company40,Company40,Complete,9367.0,GBP,9367.0
PO-00006023,2018-02-23,2018,2019-02-23,2018-03-09,2018-03-23,2018-03-23,Company40,Company40,Complete,2000.25,GBP,2000.25
PO-00006026,2018-02-23,2018,2019-02-23,2018-02-23,2018-03-02,2018-03-02,Company19,Company19,Complete,5137.575000000001,GBP,5137.575000000001
PO-00006022,2018-02-23,2018,2019-02-23,2018-02-23,2018-03-05,2018-03-05,Company6,Company6,Complete,721.875,GBP,721.875
PO-00006027,2018-02-23,2018,2019-02-23,2018-03-09,2018-03-05,2018-03-05,Company20,Company20,Complete,5923.450000000001,GBP,5923.450000000001
PO-00006025,2018-02-23,2018,2019-02-23,2018-02-23,2018-02-27,2018-02-27,Company47,Company47,Complete,3720.5,GBP,3720.5
PO-00006021,2018-02-23,2018,2019-02-23,2018-03-09,2018-03-08,2018-03-08,Company10,Company10,Complete,3905.6,GBP,3905.6
PO-00006018,2018-02-23,2018,2019-02-23,2018-03-06,2018-03-05,2018-03-05,Company64,Company64,Complete,1905.0,GBP,1905.0
PO-00006030,2018-02-26,2018,2019-02-26,2018-02-26,2018-02-27,2018-02-27,Company12,Company12,Complete,2741.25,GBP,2741.25
PO-00006015/1,2018-02-26,2018,2019-02-26,2018-03-09,2018-03-06,2018-03-06,Company8,Company8,Complete,1126.2,GBP,1126.2
PO-00006015/2,2018-02-26,2018,2019-02-26,2018-03-09,2018-03-07,2018-03-07,Company8,Company8,Complete,688.5,GBP,688.5
PO-00006031,2018-02-26,2018,2019-02-26,2018-02-26,2018-03-02,2018-03-02,Company78,Company78,Complete,105.0,GBP,105.0
PO-00006029,2018-02-26,2018,2019-02-26,2018-02-26,2018-02-26,2018-02-26,Company6,Company6,Complete,362.5,GBP,362.5
PO-00006033/1,2018-02-26,2018,2019-02-26,2018-05-30,2018-06-04,2018-06-04,Company6,Company6,Complete,5856.4,GBP,5856.4
PO-00006015,2018-02-26,2018,2019-02-26,2018-03-09,2018-03-05,2018-03-05,Company8,Company8,Complete,5542.275,GBP,5542.275
PO-00006033,2018-02-26,2018,2019-02-26,2018-05-30,2018-03-29,2018-03-29,Company6,Company6,Complete,1331.0,GBP,1331.0
PO-00006034,2018-02-26,2018,2019-02-26,2018-02-26,2018-03-06,2018-03-06,Company26,Company26,Complete,311.90000000000003,GBP,311.90000000000003
PO-00006032,2018-02-27,2018,2019-02-27,2018-03-16,2018-03-07,2018-03-07,Company8,Company8,Complete,11404.400000000001,GBP,11404.400000000001
PO-00006032/1,2018-02-27,2018,2019-02-27,2018-03-16,2018-03-07,2018-03-07,Company8,Company8,Complete,4831.9,GBP,4831.9
PO-00006032/2,2018-02-27,2018,2019-02-27,2018-03-16,2018-03-07,2018-03-07,Company8,Company8,Complete,10593.599999999999,GBP,10593.599999999999
PO-00006035,2018-02-27,2018,2019-02-27,2018-02-28,2018-02-28,2018-02-28,Company79,Company79,Complete,1375.0,GBP,1375.0
PO-00006032/3,2018-02-27,2018,2019-02-27,2018-03-16,2018-03-09,2018-03-09,Company8,Company8,Complete,4831.9,GBP,4831.9
PO-00006036,2018-02-27,2018,2019-02-27,2018-02-27,2018-03-08,2018-03-08,Company80,Company80,Complete,921.25,GBP,921.25
PO-00006037,2018-02-27,2018,2019-02-27,2018-02-27,2018-03-05,2018-03-05,Company25,Company25,Complete,388.6,GBP,388.6
PO-00006038,2018-02-27,2018,2019-02-27,2018-03-23,2018-04-18,2018-04-18,Company9,Company9,Complete,437.75,GBP,437.75
PO-00006041,2018-02-28,2018,2019-02-28,2018-03-16,2018-03-14,2018-03-14,Company77,Company77,Complete,1936.5,GBP,1936.5
PO-00006040,2018-02-28,2018,2019-02-28,2018-02-28,2018-03-06,2018-03-06,Company52,Company52,Complete,61.150000000000006,GBP,61.150000000000006
PO-00006039,2018-02-28,2018,2019-02-28,2018-02-28,2018-03-14,2018-03-14,Company19,Company19,Complete,550.875,GBP,550.875
PO-00006044/1,2018-03-02,2018,2019-03-02,2018-03-02,2018-03-14,2018-03-14,Company18,Company18,Complete,847.5,GBP,847.5
PO-00006045,2018-03-02,2018,2019-03-02,2018-03-16,2018-03-13,2018-03-13,Company31,Company31,Complete,792.0,GBP,792.0
PO-00006043,2018-03-02,2018,2019-03-02,2018-03-02,2018-03-08,2018-03-08,Company20,Company20,Complete,470.0,GBP,470.0
PO-00006044,2018-03-02,2018,2019-03-02,2018-03-02,2018-03-14,2018-03-14,Company18,Company18,Complete,862.5,GBP,862.5
PO-00006046,2018-03-05,2018,2019-03-05,2018-03-05,2018-03-13,2018-03-13,Company65,Company65,Complete,269.40000000000003,GBP,269.40000000000003
PO-00006042,2018-03-05,2018,2019-03-05,2018-03-13,2018-03-12,2018-03-12,Company8,Company8,Complete,5911.3,GBP,5911.3
PO-00006048,2018-03-05,2018,2019-03-05,2018-03-05,2018-03-08,2018-03-08,Company6,Company6,Complete,1305.6999999999998,GBP,1305.6999999999998
PO-00006049,2018-03-05,2018,2019-03-05,2018-03-05,2018-03-15,2018-03-15,Company81,Company81,Complete,3037.2000000000003,GBP,3037.2000000000003
PO-00006052,2018-03-05,2018,2019-03-05,2018-03-07,2018-03-07,2018-03-07,Company50,Company50,Complete,968.0,GBP,968.0
PO-00006053,2018-03-05,2018,2019-03-05,2018-03-05,2018-03-22,2018-03-22,Company56,Company56,Complete,1772.5,GBP,1772.5
PO-00006054,2018-03-05,2018,2019-03-05,2018-03-19,2018-03-15,2018-03-15,Company82,Company82,Complete,867.2,EUR,777.05
PO-00006050,2018-03-05,2018,2019-03-05,2018-03-05,2018-03-08,2018-03-08,Company12,Company12,Complete,2421.25,GBP,2421.25
PO-00006055,2018-03-06,2018,2019-03-06,2018-03-06,2018-03-13,2018-03-13,Company1,Company1,Complete,132.95,GBP,132.95
PO-00006057,2018-03-06,2018,2019-03-06,2018-03-29,2018-03-19,2018-03-19,Company15,Company15,Complete,1580.0,GBP,1580.0
PO-00006056,2018-03-06,2018,2019-03-06,2018-03-06,2018-03-13,2018-03-13,Company83,Company83,Complete,1225.0,GBP,1225.0
PO-00006065/1,2018-03-07,2018,2019-03-07,2018-03-07,2018-04-16,2018-04-16,Company84,Company84,Complete,99.75,GBP,99.75
PO-00006059/1,2018-03-07,2018,2019-03-07,2018-03-26,2018-03-26,2018-03-26,Company6,Company6,Complete,504.0,GBP,504.0
PO-00006047/2,2018-03-07,2018,2019-03-07,2018-03-16,2018-03-16,2018-03-16,Company8,Company8,Complete,615.125,GBP,615.125
PO-00006047/1,2018-03-07,2018,2019-03-07,2018-03-16,2018-03-15,2018-03-15,Company8,Company8,Complete,298.35,GBP,298.35
PO-00006060,2018-03-07,2018,2019-03-07,2018-04-16,2018-04-17,2018-04-17,Company85,Company85,Complete,9623.475,EUR,8669.824999999999
PO-00006059,2018-03-07,2018,2019-03-07,2018-03-20,2018-03-19,2018-03-19,Company6,Company6,Complete,5930.05,GBP,5930.05
PO-00006047,2018-03-07,2018,2019-03-07,2018-03-16,2018-03-14,2018-03-14,Company8,Company8,Complete,14322.725,GBP,14322.725
PO-00006061,2018-03-07,2018,2019-03-07,2018-03-07,2018-03-14,2018-03-14,Company24,Company24,Complete,2024.0,GBP,2024.0
PO-00006062,2018-03-07,2018,2019-03-07,2018-03-07,2018-03-12,2018-03-12,Company24,Company24,Complete,811.0500000000001,GBP,811.0500000000001
PO-00006063,2018-03-07,2018,2019-03-07,2018-03-07,2018-04-13,2018-04-13,Company74,Company74,Complete,67.875,GBP,67.875
PO-00006064,2018-03-07,2018,2019-03-07,2018-03-07,2018-03-15,2018-03-15,Company52,Company52,Complete,273.0,GBP,273.0
PO-00006065,2018-03-07,2018,2019-03-07,2018-03-07,2018-04-06,2018-04-06,Company84,Company84,Complete,19.950000000000003,GBP,19.950000000000003
PO-00006066,2018-03-07,2018,2019-03-07,2018-03-14,2018-03-28,2018-03-28,Company37,Company37,Complete,322.725,GBP,322.725
PO-00006067,2018-03-07,2018,2019-03-07,2018-03-20,2018-03-19,2018-03-19,Company6,Company6,Complete,4650.0,GBP,4650.0
PO-00006069,2018-03-08,2018,2019-03-08,2018-03-08,2018-03-09,2018-03-09,Company41,Company41,Complete,295.625,GBP,295.625
PO-00006070,2018-03-08,2018,2019-03-08,2018-03-26,2018-03-26,2018-03-26,Company6,Company6,Complete,320.85,GBP,320.85
PO-00006071,2018-03-08,2018,2019-03-08,2018-03-08,2018-03-16,2018-03-16,Company67,Company67,Complete,2560.125,GBP,2560.125
PO-00006072,2018-03-08,2018,2019-03-08,2018-03-08,2018-03-14,2018-03-14,Company12,Company12,Complete,2421.25,GBP,2421.25
PO-00006068,2018-03-08,2018,2019-03-08,2018-03-08,2018-03-09,2018-03-09,Company8,Company8,Complete,65614.875,GBP,65614.875
PO-00006068/1,2018-03-08,2018,2019-03-08,2018-03-08,2018-03-09,2018-03-09,Company8,Company8,Complete,7741.475,GBP,7741.475
PO-00006079,2018-03-09,2018,2019-03-09,2018-03-09,2018-03-14,2018-03-14,Company12,Company12,Complete,323.0,GBP,323.0
PO-00006075,2018-03-09,2018,2019-03-09,2018-03-09,2018-03-13,2018-03-13,Company64,Company64,Complete,617.05,GBP,617.05
PO-00006073,2018-03-09,2018,2019-03-09,2018-03-20,2018-03-19,2018-03-19,Company8,Company8,Complete,209.925,GBP,209.925
PO-00006073/2,2018-03-09,2018,2019-03-09,2018-03-20,2018-03-21,2018-03-21,Company8,Company8,Complete,10938.0,GBP,10938.0
PO-00006073/1,2018-03-09,2018,2019-03-09,2018-03-20,2018-03-19,2018-03-19,Company8,Company8,Complete,135.8,GBP,135.8
PO-00006076,2018-03-09,2018,2019-03-09,2018-03-21,2018-03-26,2018-03-26,Company57,Company57,Complete,1175.0,GBP,1175.0
PO-00006077,2018-03-09,2018,2019-03-09,2018-03-09,2018-03-09,2018-03-09,Company10,Company10,Complete,4056.5,GBP,4056.5
PO-00006078,2018-03-09,2018,2019-03-09,2018-03-30,2018-04-05,2018-04-05,Company86,Company86,Complete,674.0,GBP,674.0
PO-00006075/1,2018-03-09,2018,2019-03-09,2018-03-09,2018-03-26,2018-03-26,Company64,Company64,Complete,700.6999999999999,GBP,700.6999999999999
PO-00006080/1,2018-03-12,2018,2019-03-12,2018-06-14,2018-06-14,2018-06-14,Company13,Company13,Complete,279.15,GBP,279.15
PO-00006080,2018-03-12,2018,2019-03-12,2018-05-22,2018-04-23,2018-04-23,Company13,Company13,Complete,93.05,GBP,93.05
PO-00006083/1,2018-03-12,2018,2019-03-12,2018-03-19,2018-03-14,2018-03-14,Company12,Company12,Complete,229.5,GBP,229.5
PO-00006081,2018-03-12,2018,2019-03-12,2018-03-30,2018-04-03,2018-04-03,Company77,Company77,Complete,1585.0,GBP,1585.0
PO-00006083,2018-03-12,2018,2019-03-12,2018-03-19,2018-03-13,2018-03-13,Company12,Company12,Complete,137.7,GBP,137.7
PO-00006084,2018-03-12,2018,2019-03-12,2018-03-13,2018-03-13,2018-03-13,Company25,Company25,Complete,667.8,GBP,667.8
PO-00006085,2018-03-12,2018,2019-03-12,2018-03-12,2018-04-06,2018-04-06,Company25,Company25,Complete,1376.3999999999999,GBP,1376.3999999999999
PO-00006086,2018-03-12,2018,2019-03-12,2018-03-12,2018-03-13,2018-03-13,Company21,Company21,Complete,395.4,GBP,395.4
PO-00006087,2018-03-12,2018,2019-03-12,2018-03-26,2018-04-04,2018-04-04,Company87,Company87,Complete,11376.5,GBP,11376.5
PO-00006091,2018-03-13,2018,2019-03-13,2018-03-30,2018-03-14,2018-03-28,Company24,Company24,Complete,3470.0,GBP,3470.0
PO-00006088,2018-03-13,2018,2019-03-13,2018-03-21,2018-03-23,2018-03-23,Company38,Company38,Complete,1548.75,GBP,1548.75
PO-00006092,2018-03-13,2018,2019-03-13,2018-03-13,2018-03-13,2018-03-13,Company6,Company6,Complete,2125.0,GBP,2125.0
PO-00006090,2018-03-13,2018,2019-03-13,2018-03-30,2018-04-10,2018-04-10,Company88,Company88,Complete,2125.0,GBP,2125.0
PO-00006089,2018-03-13,2018,2019-03-13,2018-04-23,2018-04-23,2018-04-23,Company89,Company89,Complete,12504.349999999999,GBP,12504.349999999999
PO-00006093,2018-03-14,2018,2019-03-14,2018-03-14,2018-03-15,2018-03-15,Company24,Company24,Complete,390.79999999999995,GBP,390.79999999999995
PO-00006093/1,2018-03-14,2018,2019-03-14,2018-03-14,2018-03-28,2018-03-28,Company24,Company24,Complete,586.1999999999999,GBP,586.1999999999999
PO-00006082/5,2018-03-14,2018,2019-03-14,2018-04-23,2018-05-23,2018-05-23,Company8,Company8,Complete,981.0,GBP,981.0
PO-00006082/3,2018-03-14,2018,2019-03-14,2018-04-23,2018-04-06,2018-04-06,Company8,Company8,Complete,490.5,GBP,490.5
PO-00006082,2018-03-14,2018,2019-03-14,2018-04-23,2018-03-16,2018-03-16,Company8,Company8,Complete,538.2,GBP,538.2
PO-00006082/1,2018-03-14,2018,2019-03-14,2018-04-23,2018-03-22,2018-03-22,Company8,Company8,Complete,18712.850000000002,GBP,18712.850000000002
PO-00006082/4,2018-03-14,2018,2019-03-14,2018-04-23,2018-04-09,2018-04-09,Company8,Company8,Complete,550.8,GBP,550.8
PO-00006082/2,2018-03-14,2018,2019-03-14,2018-04-23,2018-03-23,2018-03-23,Company8,Company8,Complete,22.95,GBP,22.95
PO-00006104,2018-03-15,2018,2019-03-15,2018-04-06,2018-03-26,2018-03-26,Company10,Company10,Complete,6515.0,GBP,6515.0
PO-00006106/2,2018-03-15,2018,2019-03-15,2018-06-01,2018-05-24,2018-05-24,Company48,Company48,Complete,29.1,GBP,29.1
PO-00006106/1,2018-03-15,2018,2019-03-15,2018-04-20,2018-04-25,2018-04-25,Company48,Company48,Complete,1274.85,GBP,1274.85
PO-00006097/1,2018-03-15,2018,2019-03-15,2018-03-15,2018-03-28,2018-03-28,Company11,Company11,Complete,1001.6500000000001,GBP,1001.6500000000001
PO-00006095,2018-03-15,2018,2019-03-15,2018-03-15,2018-04-25,2018-04-25,Company16,Company16,Complete,1305.0,GBP,1305.0
PO-00006096,2018-03-15,2018,2019-03-15,2018-03-15,2018-03-22,2018-03-22,Company19,Company19,Complete,35062.875,GBP,35062.875
PO-00006097,2018-03-15,2018,2019-03-15,2018-03-15,2018-03-27,2018-03-27,Company11,Company11,Complete,4006.6000000000004,GBP,4006.6000000000004
PO-00006098,2018-03-15,2018,2019-03-15,2018-03-15,2018-03-20,2018-03-20,Company90,Company90,Complete,3022.5,GBP,3022.5
PO-00006097/2,2018-03-15,2018,2019-03-15,2018-03-15,2018-03-29,2018-03-29,Company11,Company11,Complete,715.75,GBP,715.75
PO-00006100,2018-03-15,2018,2019-03-15,2018-03-15,2018-03-19,2018-03-19,Company91,Company91,Complete,2520.0,GBP,2520.0
PO-00006102,2018-03-15,2018,2019-03-15,2018-03-29,2018-03-21,2018-03-21,Company7,Company7,Complete,335.0,GBP,335.0
PO-00006107,2018-03-15,2018,2019-03-15,2018-04-13,2018-04-17,2018-04-17,Company31,Company31,Complete,3424.275,GBP,3424.275
PO-00006106,2018-03-15,2018,2019-03-15,2018-04-20,2018-03-20,2018-03-20,Company48,Company48,Complete,1039.05,GBP,1039.05
PO-00006105,2018-03-15,2018,2019-03-15,2018-03-22,2018-03-20,2018-03-20,Company24,Company24,Complete,873.0,GBP,873.0
PO-00006103,2018-03-15,2018,2019-03-15,2018-03-15,2018-03-23,2018-03-23,Company40,Company40,Complete,1964.0,GBP,1964.0
